,Disclosure_Date,Country_WIPO_ID,Actually_File_Date,Is_Priority,Lawfirm,Attorney,Number_of_Inventors,Application_Type,Lead_Inventor,Division_Department,Primary_Division,Owners,Ability_of_investigator_to_continue_research,Ability_to_advance_the_project_outside_the_lab,Compelling_nature_of_data,Detectability_of_infringement_and_enforceability,Development_and_regulatory_path_for_the_product,Freedom-to-operate_FTO_issues,Historical_cooperation_or_not_of_investigator,Identity_of_the_eventual_product,Impact_of_patent_on_adoption_of_technology,Industrial_startup_co-ownership_of_the_IP,Institution,Licensing_interest_by_a_specific_company,Market_feedback,Nature_of_improvement_over_existing_art,Patentability_questions,Risk_cost_sharing_w_other_institution,Size_of_Market,Stage_of_research,topic1,topic2,topic3,lda_topic,Licenses_in_Division,Successful Licenses_in_Division,Division_License_Success_Rate,Licenses_in_Tech,Disclosure_to_Filing,License_Status
0,0.37262895645773175,0.9418604651162791,0.37004803616840914,1.0,0.7010309278350515,0.6573426573426573,0.0,0.9,0.331306990881459,0.6333333333333334,0.25,0.8727272727272727,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.041751879605872594,0.8974508574785569,0.06407568810866571,0.5,0.9999999999999999,1.0,0.4565904815274386,0.0,0.5109437680343445,no_license
1,0.5712587056225582,0.9418604651162791,0.5617406046905905,1.0,0.15463917525773196,0.8811188811188811,0.0,0.9,0.1458966565349544,0.006666666666666667,0.25,0.8727272727272727,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.01800464547947378,0.7503238389288305,0.23800461227186084,0.5,0.9999999999999999,1.0,0.4565904815274386,0.0,0.502779928214512,no_license
2,0.7824254949700847,0.9418604651162791,0.7939530940943769,1.0,0.7010309278350515,0.8111888111888111,0.1111111111111111,0.7000000000000001,0.8723404255319149,0.7466666666666667,0.25,0.8727272727272727,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.03318289577533086,0.4307580179889625,0.5477010652418447,1.0,0.9999999999999999,1.0,0.4565904815274386,0.0,0.5294531634879303,license
3,0.6172593095898684,0.05813953488372093,0.710370161062447,0.0,0.7010309278350515,0.8111888111888111,0.16666666666666666,1.0,0.5896656534954408,0.4066666666666667,0.25,0.8727272727272727,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.8874804239243397,0.05443223715259099,0.05936677673333362,0.0,0.9999999999999999,1.0,0.4565904815274386,0.0898876404494382,0.6306566260820607,license
4,0.6172593095898684,0.10465116279069767,0.6588866911556936,0.0,0.7010309278350515,0.8111888111888111,0.16666666666666666,0.5,0.5896656534954408,0.4066666666666667,0.25,0.8727272727272727,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.8874810405343861,0.05443224238994884,0.05936613721653957,0.0,0.9999999999999999,1.0,0.4565904815274386,0.0898876404494382,0.5665423323245831,license
5,0.6172593095898684,0.18604651162790697,0.710370161062447,0.0,0.7010309278350515,0.8111888111888111,0.16666666666666666,1.0,0.5896656534954408,0.4066666666666667,0.25,0.8727272727272727,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.887481165946599,0.05443223715259099,0.05936603489385251,0.0,0.9999999999999999,1.0,0.4565904815274386,0.0898876404494382,0.6306566260820607,license
6,0.6172593095898684,0.2441860465116279,0.6589997174343034,0.0,0.7010309278350515,0.8111888111888111,0.16666666666666666,0.5,0.5896656534954408,0.4066666666666667,0.25,0.8727272727272727,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.8874812077506699,0.05443223715259099,0.0593659709421731,0.0,0.9999999999999999,1.0,0.4565904815274386,0.0898876404494382,0.5666830881835457,license
7,0.6172593095898684,0.2558139534883721,0.710370161062447,0.0,0.7010309278350515,0.8111888111888111,0.16666666666666666,1.0,0.5896656534954408,0.4066666666666667,0.25,0.8727272727272727,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.887480727003854,0.05443224238994884,0.05936649534594423,0.0,0.9999999999999999,1.0,0.4565904815274386,0.0898876404494382,0.6306566260820607,license
8,0.6172593095898684,0.27906976744186046,0.710370161062447,0.0,0.7010309278350515,0.8111888111888111,0.16666666666666666,1.0,0.5896656534954408,0.4066666666666667,0.25,0.8727272727272727,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.8874805493365526,0.05443224238994884,0.05936665415928143,0.0,0.9999999999999999,1.0,0.4565904815274386,0.0898876404494382,0.6306566260820607,license
9,0.6172593095898684,0.29069767441860467,0.710370161062447,0.0,0.7010309278350515,0.8111888111888111,0.16666666666666666,1.0,0.5896656534954408,0.4066666666666667,0.25,0.8727272727272727,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.8874651131833566,0.054432279051453744,0.059382354296575894,0.0,0.9999999999999999,1.0,0.4565904815274386,0.0898876404494382,0.6306566260820607,license
10,0.6172593095898684,0.4883720930232558,0.6588301780163888,0.0,0.7010309278350515,0.8111888111888111,0.16666666666666666,0.5,0.5896656534954408,0.4066666666666667,0.25,0.8727272727272727,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.8874805493365526,0.05443224238994884,0.05936671811096083,0.0,0.9999999999999999,1.0,0.4565904815274386,0.0898876404494382,0.5664719543951018,license
11,0.6172593095898684,0.9418604651162791,0.6072336818310257,1.0,0.7010309278350515,0.8111888111888111,0.16666666666666666,0.7000000000000001,0.5896656534954408,0.4066666666666667,0.25,0.8727272727272727,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.8874806851997832,0.05443222667787531,0.059366499609389535,0.0,0.9999999999999999,1.0,0.4565904815274386,0.0898876404494382,0.5022169047786615,license
12,0.6936753298227734,0.9418604651162791,0.7132523311669963,1.0,0.6185567010309279,0.986013986013986,0.16666666666666666,0.7000000000000001,0.601823708206687,0.17333333333333334,0.25,0.8727272727272727,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.01156184073445129,0.43435741311603054,0.5660890809631629,1.0,0.9999999999999999,1.0,0.4565904815274386,0.0,0.5393060736153144,no_license
13,0.5845648604269293,0.9418604651162791,0.5745690873128002,1.0,0.5360824742268041,1.0,0.05555555555555555,0.7000000000000001,0.8115501519756839,0.22,0.25,0.8727272727272727,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.6352676328131611,0.34394165750958294,0.02199723853237564,0.0,0.9999999999999999,1.0,0.4565904815274386,0.0,0.5022169047786615,no_license
14,0.459034029783138,0.10465116279069767,0.4844306301215032,0.0,0.979381443298969,0.1888111888111888,0.16666666666666666,0.5,0.5075987841945289,0.7266666666666667,0.25,0.8727272727272727,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.9372626763950076,0.030181335659278868,0.03327227987297952,0.0,0.9999999999999999,1.0,0.4565904815274386,0.02247191011235955,0.5459919769160392,license
15,0.459034029783138,0.2441860465116279,0.4844306301215032,0.0,0.979381443298969,0.1888111888111888,0.16666666666666666,0.5,0.5075987841945289,0.7266666666666667,0.25,0.8727272727272727,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.9372631153377525,0.030180756407501428,0.03327242376425818,0.0,0.9999999999999999,1.0,0.4565904815274386,0.02247191011235955,0.5459919769160392,license
16,0.459034029783138,0.9418604651162791,0.4639163605538288,1.0,0.979381443298969,0.1888111888111888,0.16666666666666666,0.9,0.5075987841945289,0.7266666666666667,0.25,0.8727272727272727,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.937230100572725,0.03019435258846199,0.033292288221743356,0.0,0.9999999999999999,1.0,0.4565904815274386,0.02247191011235955,0.520444788514322,license
17,0.6800860653417133,0.9418604651162791,0.6725063577281718,1.0,0.7010309278350515,0.8111888111888111,0.16666666666666666,0.7000000000000001,0.45896656534954405,0.8466666666666667,0.25,0.8727272727272727,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.8326239201654446,0.08130760275290193,0.08796575459193628,0.0,0.9999999999999999,1.0,0.4565904815274386,0.0,0.505454289534802,no_license
