,Disclosure_Date,Country_WIPO_ID,Actually_File_Date,Is_Priority,Lawfirm,Attorney,Number_of_Inventors,Application_Type,Lead_Inventor,Division_Department,Primary_Division,Owners,Ability_of_investigator_to_continue_research,Ability_to_advance_the_project_outside_the_lab,Compelling_nature_of_data,Detectability_of_infringement_and_enforceability,Development_and_regulatory_path_for_the_product,Freedom-to-operate_FTO_issues,Historical_cooperation_or_not_of_investigator,Identity_of_the_eventual_product,Impact_of_patent_on_adoption_of_technology,Industrial_startup_co-ownership_of_the_IP,Institution,Licensing_interest_by_a_specific_company,Market_feedback,Nature_of_improvement_over_existing_art,Patentability_questions,Risk_cost_sharing_w_other_institution,Size_of_Market,Stage_of_research,topic1,topic2,topic3,lda_topic,Patents_in_Division,Successful Patents_in_Division,Division_Patent_Success_Rate,Patents_in_Tech,Disclosure_to_Filing,Patent_Status
0,0.37262895645773175,0.9418604651162791,0.37004803616840914,1.0,0.7010309278350515,0.6597222222222222,0.0,0.8888888888888888,0.331306990881459,0.6333333333333334,0.25,0.8727272727272727,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.04259435378421195,0.8957200153398951,0.06507478779012861,0.5,0.9999999999999999,1.0,0.37962577962577965,0.0,0.5109437680343445,no_fund
1,0.5712587056225582,0.9418604651162791,0.5617406046905905,1.0,0.15463917525773196,0.8819444444444444,0.0,0.8888888888888888,0.1458966565349544,0.006666666666666667,0.25,0.8727272727272727,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.018784982754885438,0.7360533110476324,0.2519672492643945,0.5,0.9999999999999999,1.0,0.37962577962577965,0.0,0.502779928214512,no_fund
2,0.7824254949700847,0.9418604651162791,0.7939530940943769,1.0,0.7010309278350515,0.8125,0.1111111111111111,0.6666666666666666,0.8723404255319149,0.7466666666666667,0.25,0.8727272727272727,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.03403018741541412,0.4327569594634158,0.5452578631527534,1.0,0.9999999999999999,1.0,0.37962577962577965,0.0,0.5294531634879303,no_fund
3,0.6172593095898684,0.05813953488372093,0.710370161062447,0.0,0.7010309278350515,0.8125,0.16666666666666666,1.0,0.5896656534954408,0.4066666666666667,0.25,0.8727272727272727,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.8840923451014386,0.0586146910518706,0.0586158783669815,0.0,0.9999999999999999,1.0,0.37962577962577965,0.0898876404494382,0.6306566260820607,no_fund
4,0.6172593095898684,0.10465116279069767,0.6588866911556936,0.0,0.7010309278350515,0.8125,0.16666666666666666,0.4444444444444444,0.5896656534954408,0.4066666666666667,0.25,0.8727272727272727,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.8840920935045772,0.0586146910518706,0.05861600676619336,0.0,0.9999999999999999,1.0,0.37962577962577965,0.0898876404494382,0.5665423323245831,no_fund
5,0.6172593095898684,0.18604651162790697,0.710370161062447,0.0,0.7010309278350515,0.8125,0.16666666666666666,1.0,0.5896656534954408,0.4066666666666667,0.25,0.8727272727272727,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.8840925128326795,0.058614464089932414,0.0586159051168173,0.0,0.9999999999999999,1.0,0.37962577962577965,0.0898876404494382,0.6306566260820607,no_fund
6,0.6172593095898684,0.2441860465116279,0.6589997174343034,0.0,0.7010309278350515,0.8125,0.16666666666666666,0.4444444444444444,0.5896656534954408,0.4066666666666667,0.25,0.8727272727272727,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.8840923451014386,0.058614649021882057,0.05861588371694866,0.0,0.9999999999999999,1.0,0.37962577962577965,0.0898876404494382,0.5666830881835457,no_fund
7,0.6172593095898684,0.2558139534883721,0.710370161062447,0.0,0.7010309278350515,0.8125,0.16666666666666666,1.0,0.5896656534954408,0.4066666666666667,0.25,0.8727272727272727,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.8840923451014386,0.058614628006887784,0.05861587301701435,0.0,0.9999999999999999,1.0,0.37962577962577965,0.0898876404494382,0.6306566260820607,no_fund
8,0.6172593095898684,0.27906976744186046,0.710370161062447,0.0,0.7010309278350515,0.8125,0.16666666666666666,1.0,0.5896656534954408,0.4066666666666667,0.25,0.8727272727272727,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.8840921983366027,0.05861478561934484,0.0586158783669815,0.0,0.9999999999999999,1.0,0.37962577962577965,0.0898876404494382,0.6306566260820607,no_fund
9,0.6172593095898684,0.29069767441860467,0.710370161062447,0.0,0.7010309278350515,0.8125,0.16666666666666666,1.0,0.5896656534954408,0.4066666666666667,0.25,0.8727272727272727,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.8840920306053617,0.058614859171824824,0.05861595861648891,0.0,0.9999999999999999,1.0,0.37962577962577965,0.0898876404494382,0.6306566260820607,no_fund
