,Agreement ID,Status,Agreement Type,Remark Text,Remark Month,Remark Year,Label,Positive/Negative Binary,Positive,Negative,Neutral
0,97-A-008,Active,Exclusive License,"Yes, they know they have the obligation until then.  I have been working on this forever and finally got paid all our back stuff!!!     ",November,2021,Neutral,Positive,0.2206094413995742,0.0634471476078033,0.7159433364868164
1,97-A-008,Active,Exclusive License,Seems like a reasonable list of customers. See my other note.     ,November,2021,Neutral,Positive,0.0606636516749858,0.0186917074024677,0.9206445813179016
2,97-A-008,Active,Exclusive License,"On the scale of GE, those aren’t huge royalties.  My guess is that some very thorough person at GE did the math and figured out that we were owed this little amount and it was easiest for them just to cut the check then second-guess it.  Looking back at the agreements, if I’m recalling it right, I think one big change at the acquisition was that our royalty base no longer included getting paid on services using the software, but rather only on licensing the software to customers.  If that’s correct, and if a majority of GE’s business using this technology is offering services rather than distributing the software, then that’s what we’re getting paid on.  (And we agreed to this change because it was seen as a necessary trade-off to facilitate the SmartSignal acquisition, enabling us to liquidate our equity.)     Also our field of use does not include using the software for customers in energy production – GE gets rights to that field through Argonne, so that’s another reason our royalties are low.       ",November,2021,Neutral,Positive,0.0961265638470649,0.0316360555589199,0.8722373843193054
3,97-A-008,Active,Exclusive License,Attached.     ,November,2021,Neutral,Negative,0.0231318864971399,0.0510124415159225,0.9258556962013244
4,03-A-011,Active,Exclusive License,"Re:  Revenue distribution share         L1066 Pfizer FY22 Q4 royalty distribution  Please see attached for details of the license income payment that was mailed to the University of Chicago on  September 21, 2022.  For the time being, payment checks are being mailed separately from the supporting documentation.  Please contact me if you have any questions.    Regards,",September,2022,Neutral,Positive,0.0260141864418983,0.0209742821753025,0.9530115723609924
5,03-A-011,Active,Exclusive License,"Teana,  We got a 1099 from Scripps saying they paid us $16k , but we never received the check.  When you followed up did they say anything?  This changes it a bit now we need a replacement  Doreen     ",February,2021,Neutral,Positive,0.0898593142628669,0.0507507845759391,0.8593899011611938
6,03-A-011,Active,Exclusive License,"Re:  Revenue distribution shares         L1066 Pfizer FY22 Q2 royalty distribution         L6760 Yumanity FY22 royalty distribution  Please see attached for details of the license income payment that was mailed to the University of Chicago on March 16, 2022.  For the time being, payment checks are being mailed separately from the supporting documentation.  Please contact me if you have any questions.    Regards,",March,2022,Neutral,Positive,0.0237118080258369,0.0233200266957283,0.952968180179596
7,03-A-011,Active,Exclusive License,"Re:  Revenue distribution share         L1066 Pfizer FY21 Q4 royalty distribution  Please see attached for details of the license income payment that was mailed to the University of Chicago on September 29, 2021.  For the time being, payment checks are being mailed separately from the supporting documentation.  Please contact me if you have any questions.    Regards,",September,2021,Neutral,Positive,0.0265191812068223,0.0205471441149711,0.9529336094856262
8,03-A-011,Active,Exclusive License,"Re:  Revenue distribution share         L1066 Pfizer FY21 Q3 royalty distribution  Please see attached for details of the license income payment that was mailed to the University of Chicago on June 9, 2021.  For the time being, payment checks are being mailed separately from the supporting documentation.  Please contact me if you have any questions.    Regards,",June,2021,Neutral,Positive,0.0266378857195377,0.0205201972275972,0.9528419375419616
9,03-A-011,Active,Exclusive License,"Re:  Revenue distribution share         L1066 Pfizer FY22 Q1 royalty distribution  Please see attached for details of the license income payment that was mailed to the University of Chicago on December 15, 2021.  For the time being, payment checks are being mailed separately from the supporting documentation.  Please contact me if you have any questions.    Regards,",December,2021,Neutral,Positive,0.0264389049261808,0.020668763667345,0.9528923034667968
10,03-A-011,Active,Exclusive License,"Re:  Revenue distribution share         L1066 Pfizer FY21 Q4 royalty distribution  Please see attached for details of the license income payment that was mailed to the University of Chicago on September 29, 2021.  For the time being, payment checks are being mailed separately from the supporting documentation.  Please contact me if you have any questions.    Regards,",September,2021,Neutral,Positive,0.0265191812068223,0.0205471441149711,0.9529336094856262
11,03-A-011,Active,Exclusive License,"Re:  Revenue distribution share         L1066 Pfizer FY21 Q3 royalty distribution  Please see attached for details of the license income payment that was mailed to the University of Chicago on June 9, 2021.  For the time being, payment checks are being mailed separately from the supporting documentation.  Please contact me if you have any questions.    Regards,",June,2021,Neutral,Positive,0.0266378857195377,0.0205201972275972,0.9528419375419616
12,03-A-011,Active,Exclusive License,"Re:  Revenue distribution share         L1066 Pfizer FY22 Q1 royalty distribution  Please see attached for details of the license income payment that was mailed to the University of Chicago on December 15, 2021.  For the time being, payment checks are being mailed separately from the supporting documentation.  Please contact me if you have any questions.    Regards,",December,2021,Neutral,Positive,0.0264389049261808,0.020668763667345,0.9528923034667968
13,03-A-011,Active,Exclusive License,"Teana,  We got a 1099 from Scripps saying they paid us $16k , but we never received the check.  When you followed up did they say anything?  This changes it a bit now we need a replacement  Doreen     ",February,2021,Neutral,Positive,0.0898593142628669,0.0507507845759391,0.8593899011611938
14,03-A-011,Active,Exclusive License,"Re:  Revenue distribution shares         L1066 Pfizer FY22 Q2 royalty distribution         L6760 Yumanity FY22 royalty distribution  Please see attached for details of the license income payment that was mailed to the University of Chicago on March 16, 2022.  For the time being, payment checks are being mailed separately from the supporting documentation.  Please contact me if you have any questions.    Regards,",March,2022,Neutral,Positive,0.0237118080258369,0.0233200266957283,0.952968180179596
15,03-A-011,Active,Exclusive License,"Re:  Revenue distribution share         L1066 Pfizer FY22 Q4 royalty distribution  Please see attached for details of the license income payment that was mailed to the University of Chicago on  September 21, 2022.  For the time being, payment checks are being mailed separately from the supporting documentation.  Please contact me if you have any questions.    Regards,",September,2022,Neutral,Positive,0.0260141864418983,0.0209742821753025,0.9530115723609924
16,03-A-011,Active,Exclusive License,"Re:  Revenue distribution share         L1066 Pfizer FY22 Q1 royalty distribution  Please see attached for details of the license income payment that was mailed to the University of Chicago on December 15, 2021.  For the time being, payment checks are being mailed separately from the supporting documentation.  Please contact me if you have any questions.    Regards,",December,2021,Neutral,Positive,0.0264389049261808,0.020668763667345,0.9528923034667968
17,03-A-011,Active,Exclusive License,"Re:  Revenue distribution share         L1066 Pfizer FY21 Q3 royalty distribution  Please see attached for details of the license income payment that was mailed to the University of Chicago on June 9, 2021.  For the time being, payment checks are being mailed separately from the supporting documentation.  Please contact me if you have any questions.    Regards,",June,2021,Neutral,Positive,0.0266378857195377,0.0205201972275972,0.9528419375419616
18,03-A-011,Active,Exclusive License,"Re:  Revenue distribution share         L1066 Pfizer FY21 Q4 royalty distribution  Please see attached for details of the license income payment that was mailed to the University of Chicago on September 29, 2021.  For the time being, payment checks are being mailed separately from the supporting documentation.  Please contact me if you have any questions.    Regards,",September,2021,Neutral,Positive,0.0265191812068223,0.0205471441149711,0.9529336094856262
19,03-A-011,Active,Exclusive License,"Re:  Revenue distribution share         L1066 Pfizer FY22 Q4 royalty distribution  Please see attached for details of the license income payment that was mailed to the University of Chicago on  September 21, 2022.  For the time being, payment checks are being mailed separately from the supporting documentation.  Please contact me if you have any questions.    Regards,",September,2022,Neutral,Positive,0.0260141864418983,0.0209742821753025,0.9530115723609924
20,03-A-011,Active,Exclusive License,"Re:  Revenue distribution shares         L1066 Pfizer FY22 Q2 royalty distribution         L6760 Yumanity FY22 royalty distribution  Please see attached for details of the license income payment that was mailed to the University of Chicago on March 16, 2022.  For the time being, payment checks are being mailed separately from the supporting documentation.  Please contact me if you have any questions.    Regards,",March,2022,Neutral,Positive,0.0237118080258369,0.0233200266957283,0.952968180179596
21,03-A-011,Active,Exclusive License,"Teana,  We got a 1099 from Scripps saying they paid us $16k , but we never received the check.  When you followed up did they say anything?  This changes it a bit now we need a replacement  Doreen     ",February,2021,Neutral,Positive,0.0898593142628669,0.0507507845759391,0.8593899011611938
22,03-A-011,Active,Exclusive License,"Re:  Revenue distribution share         L1066 Pfizer FY22 Q4 royalty distribution  Please see attached for details of the license income payment that was mailed to the University of Chicago on  September 21, 2022.  For the time being, payment checks are being mailed separately from the supporting documentation.  Please contact me if you have any questions.    Regards,",September,2022,Neutral,Positive,0.0260141864418983,0.0209742821753025,0.9530115723609924
23,03-A-011,Active,Exclusive License,"Re:  Revenue distribution shares         L1066 Pfizer FY22 Q2 royalty distribution         L6760 Yumanity FY22 royalty distribution  Please see attached for details of the license income payment that was mailed to the University of Chicago on March 16, 2022.  For the time being, payment checks are being mailed separately from the supporting documentation.  Please contact me if you have any questions.    Regards,",March,2022,Neutral,Positive,0.0237118080258369,0.0233200266957283,0.952968180179596
24,03-A-011,Active,Exclusive License,"Teana,  We got a 1099 from Scripps saying they paid us $16k , but we never received the check.  When you followed up did they say anything?  This changes it a bit now we need a replacement  Doreen     ",February,2021,Neutral,Positive,0.0898593142628669,0.0507507845759391,0.8593899011611938
25,03-A-011,Active,Exclusive License,"Re:  Revenue distribution share         L1066 Pfizer FY21 Q4 royalty distribution  Please see attached for details of the license income payment that was mailed to the University of Chicago on September 29, 2021.  For the time being, payment checks are being mailed separately from the supporting documentation.  Please contact me if you have any questions.    Regards,",September,2021,Neutral,Positive,0.0265191812068223,0.0205471441149711,0.9529336094856262
26,03-A-011,Active,Exclusive License,"Re:  Revenue distribution share         L1066 Pfizer FY22 Q1 royalty distribution  Please see attached for details of the license income payment that was mailed to the University of Chicago on December 15, 2021.  For the time being, payment checks are being mailed separately from the supporting documentation.  Please contact me if you have any questions.    Regards,",December,2021,Neutral,Positive,0.0264389049261808,0.020668763667345,0.9528923034667968
27,03-A-011,Active,Exclusive License,"Re:  Revenue distribution share         L1066 Pfizer FY21 Q3 royalty distribution  Please see attached for details of the license income payment that was mailed to the University of Chicago on June 9, 2021.  For the time being, payment checks are being mailed separately from the supporting documentation.  Please contact me if you have any questions.    Regards,",June,2021,Neutral,Positive,0.0266378857195377,0.0205201972275972,0.9528419375419616
28,06-A-013,Active,Exclusive License,Good morning-     I don’t have any response from Abivax regarding their clinical trials  and reaching Phase 3           Best  Katya     ,October,2021,Neutral,Positive,0.0656000524759292,0.0513172559440135,0.8830826878547668
29,06-A-013,Active,Exclusive License,Hello Teana –     Thank you for the email.  @Katya Koleva ,October,2021,Neutral,Positive,0.0559627376496791,0.0236813593655824,0.9203559160232544
30,06-A-013,Active,Exclusive License,"Good afternoon,     I didn’t receive any updates  from Abivax. Could you please follow with them on Phase 3 status?           Thank you  Katya     ",February,2022,Neutral,Positive,0.0941205620765686,0.0108570922166109,0.8950223922729492
31,07-A-011,Active,Exclusive License,"Perfect, I sent an email so I’ll let you guys know when/if I hear back     Renee Lowers  Financial Analyst  ",January,2023,Neutral,Positive,0.0437655560672283,0.0213084872812032,0.93492591381073
32,10-A-005,Active,Exclusive License,"Good morning, Teana.     Thank you for your email.     I am still poking around for information. This IIA predates my time with Loyola and the record keeping from that period is incomplete and I am trying to talk with the PI about it.     I am planning on following up with you once I have more information but I am available to talk sooner if you like. Please let me know.     Thanks,  Rachel        Due to COVID-19, I am working remotely until further notice.     Rachel Drucker | Technology Transfer Office  Loyola University of Chicago | Health Sciences Division 2160 S. First Ave. Bldg.115, ORS | Maywood, IL 60153 p. 708.216.9391| rbeyler@LUC.edu ",March,2021,Neutral,Negative,0.0262079052627086,0.0328107848763465,0.9409812688827516
33,10-A-005,Active,Exclusive License,"Good morning, Teana.     Thank you for your email.     I am still poking around for information. This IIA predates my time with Loyola and the record keeping from that period is incomplete and I am trying to talk with the PI about it.     I am planning on following up with you once I have more information but I am available to talk sooner if you like. Please let me know.     Thanks,  Rachel        Due to COVID-19, I am working remotely until further notice.     Rachel Drucker | Technology Transfer Office  Loyola University of Chicago | Health Sciences Division 2160 S. First Ave. Bldg.115, ORS | Maywood, IL 60153 p. 708.216.9391| rbeyler@LUC.edu ",March,2021,Neutral,Negative,0.0262079052627086,0.0328107848763465,0.9409812688827516
34,10-A-005,Active,Exclusive License,"Good morning, Teana.     Thank you for your email.     I am still poking around for information. This IIA predates my time with Loyola and the record keeping from that period is incomplete and I am trying to talk with the PI about it.     I am planning on following up with you once I have more information but I am available to talk sooner if you like. Please let me know.     Thanks,  Rachel        Due to COVID-19, I am working remotely until further notice.     Rachel Drucker | Technology Transfer Office  Loyola University of Chicago | Health Sciences Division 2160 S. First Ave. Bldg.115, ORS | Maywood, IL 60153 p. 708.216.9391| rbeyler@LUC.edu ",March,2021,Neutral,Negative,0.0262079052627086,0.0328107848763465,0.9409812688827516
35,14-A-094,Active,Non-Exclusive License,"Dear Doreen,     Please find attached the revised report. I hope it works for you. We removed the HK1.4 antibody for a lack of sales; we also discontinued sales and removed it off our website.     Have agreat weekend!     klaus     Klaus Lubbe, PhD  Bio X Cell  39 Labombard Rd.  Lebanon, NH 03766; USA  P: 603-298-8564, Ext. 201  P: 603-298-8564, Ext. 201  E: klubbe@bxcell.com ",April,2021,Neutral,Negative,0.0225835442543029,0.1766029149293899,0.8008134961128235
36,14-A-094,Active,Non-Exclusive License,"Dear Doreen,     Please find attached the corrected report. I apologize for the error.     Have a good day, klaus     Klaus Lubbe, PhD  Bio X Cell  39 Labombard Road  Lebanon, NH 03766, USA  T. 001 603 298 8564  klubbe@bxcell.com ",April,2021,Neutral,Negative,0.0435812920331954,0.0444708503782749,0.9119478464126588
37,14-A-094,Active,Non-Exclusive License,"Hello Klaus,  Thank you for the update regarding the BioXcell royalties.  The more important part of this is that the error was caught and corrected now and for the future.  Just as a note, I agree with the calculation on your spreadsheet for the royalties, but the Corrected total  for 2017 is not correct according to the numbers above it.  It looks like the royalty amount is correct, you may want to update the sheet before finalized.       Please note since your last payment, our office has moved.  I have attached a copy of our current W9 for your records and to ensure we receive the payment.       Let me know if you have any questions.     Best regards,",March,2021,Neutral,Positive,0.0659801214933395,0.0224299114197492,0.9115899801254272
38,14-A-094,Active,Non-Exclusive License,"Interesting…      Definitely sounds like a conversation with ATCC is in order…     10min poking results:   The two URA assists are old enough I can’t find them in AURA – will work on tracking from historical records  Based on Minuet:   2015 - MTA with a different PI  2013 – Master deposition agreement        Best,",February,2022,Neutral,Positive,0.0907028317451477,0.0134539073333144,0.8958432674407959
39,14-A-102,Active,Non-Exclusive License,"Dear Teana Stocco; Nick Neu; Doreen Mitchell,     Please find enclosed our royalty reports for 2022.     The payment was made by wire, you can track the payment here:   ",February,2023,Neutral,Negative,0.0223016273230314,0.0265112649649381,0.9511871337890624
40,14-A-102,Active,Non-Exclusive License,"Hi Teana,  Part of the distribution for Stressmarq goes to MIT (85%) however there is no IIA in the record nor do I think this is under an IIA.  I vaguely remember that Susan Lindquist wanted her share to got to her new lab, but there is also not a redirection of personal share in the file and that would have only been her 25%.       I don’t know how this would have fit in the policy or if Alan approved it(?) but at the minimum we need some back up in Inteum.  Secondly, the obvious, Susan has passed away and I have an accumulation of distribution earmarked for MIT (we continue to get small royalties every year).  The total is $2,677.77     1. I think we can either, send MIT the money, they may ask for back up and I guess we could say it was directed by Susan and they can do whatever they want 2. We can go to a default distribution and I can include it on Susan’s estate distribution 3. Or we can move it all to Pending VP Research 4. Other ideas?        Best regards,",March,2021,Neutral,Positive,0.039908517152071,0.0210537072271108,0.9390377998352052
41,14-A-102,Active,Non-Exclusive License,"I agree about the more trouble than it is worth, but we need something in the file.  I would have also thought at the time we would have needed Alan’s approval to go outside the policy?  Nonetheless, only moving forward, and we do still receive a little bit of money each year.     Eric what do you think we should do?     Doreen     ",March,2021,Neutral,Positive,0.0584659874439239,0.0233478639274835,0.9181861281394958
42,14-A-102,Active,Non-Exclusive License,"Given the small amount of money, and since she’s deceased and there’s no longer a Lindquist lab, I think we should just keep the money.  The minute we start bringing in more people on the decision, either here at Chicago or at MIT, we start incurring more costs in people time than we’re getting from the company.     Eric     ",April,2021,Neutral,Negative,0.0586162693798542,0.1898042559623718,0.7515795230865479
43,14-A-102,Active,Non-Exclusive License,"Dear Teana,     Please find enclosed our royalty report for 2020 for clone 7FB. Payment was made wire. This information will be on the wire reference too.                                                                                                                                                    Please click the following link to view the payment confirmation.     ",January,2021,Neutral,Positive,0.0277119856327772,0.0214418228715658,0.9508461356163024
44,14-A-102,Active,Non-Exclusive License,"Dear Teana,     Please find enclosed our royalty report for 2021 for clone 7FB. Payment was made wire. This information will be on the wire reference too.                                                                                                                                                    Please click the following link to view the payment confirmation.     ",February,2022,Neutral,Positive,0.0266877245157957,0.0225733183324337,0.9507389068603516
45,14-A-116,Active,Non-Exclusive License,"Dear Teana,      I’ll comeback to you today or tomorrow.   Thank you.      Best regards,",February,2021,Neutral,Positive,0.0599579736590385,0.0246864948421716,0.9153555035591124
46,14-A-116,Active,Non-Exclusive License,"Yes that would be awesome.  Also it looks like we did the invoice in Euros, so not even sure how much that would’ve been, but I scrubbed the wire report and don’t see a payment.  If we could get a confirmation on last year too.   Doreen     ",February,2021,Neutral,Positive,0.0766849219799041,0.0145599590614438,0.9087551832199096
47,14-A-116,Active,Non-Exclusive License,"One theory: is the confusion coming from the exchange rates? It would be the coincidence of all coincidences, but I noticed in the email chain Fanny has “3.739,17€ "" noted in Euros. I went back and looked at the historic exchange rate for the start of the year in 2019 and it’s around 1.12-1.14, which lines up as a payment for invoices 5564 and 6328 (total $4,194.60). Invoice 6328 is dated as 1/22/2019, so if they were paying both invoices at that time, the total amount would be within range ($4,187.87 - $4,262.65).      It could definitely just be a typo or lost in translation, but that’s my initial hypothesis. I’ll try take a look at a little further though.      -       Nick     NICK NEU  Financial Analyst  ",February,2021,Neutral,Negative,0.0366664789617061,0.0698966905474662,0.893436849117279
48,14-A-116,Active,Non-Exclusive License,"Dear Teana,      I think there is a quiproquo. We already paid 3.739,17€ (the amount is related to invoices 5564 and 6238 for royalties for years 2016, 2017 and 2018).  This amount was mentionned in the document I sent to your colleague which is a legal document to avoid a double taxation.      I send you in attachment the amount for the years 2019 and 2020. Could you adapt the invoice you sent us ?      Best regards,",February,2021,Neutral,Positive,0.060959730297327,0.0203434433788061,0.9186968207359314
49,14-A-116,Active,Non-Exclusive License,"Ok so this is what I believe happened, based on the attached emails.  They sent us some sort of taxing document that we needed to sign and return that was concerning the past 2016-18 royalties.  We misunderstood it to be the current 2019 royalties and sent the invoice for the 3739.17 Euros.  The document you attached is for two years (why do they only have to pay every two years?) 2019 and 2020.  So once the other invoice is reversed and the new two year one is recorded and they pay, we should be all good.     I will print out the tax form and create an invoice tomorrow at the office to send.     Doreen     ",February,2021,Neutral,Positive,0.0451342687010765,0.033837292343378,0.9210284352302552
50,17-A-114,Active,Co-Exclusive License,"Dear Teana,   Here comes the progress report, many thanks.  All the best,  Grace  Grace Zhou,  PhD  Chairman/CEO   ImmVira Pharma Co., Ltd.             ----------原始邮件---------- 主  题:  Progress Report Reminder for License Agreement with the University of Chicago 发件人:  Teana Stocco ",August,2021,Neutral,Positive,0.1860085427761078,0.0109669342637062,0.8030245304107666
51,17-A-114,Active,Co-Exclusive License,"Dear Teana,     This is Dora from Immvira and I will assist Grace for the IP affairs of Immvira.  Here comes the progress report July 1, 2021 - December 31, 2021, many thanks.      Please let me know if you have any problem.  All the best,     Dora Tang 唐羽欣  ImmVira Co., Limited  yuxin.tang@immviragroup.com ",February,2022,Neutral,Positive,0.0395738333463668,0.0223008412867784,0.9381253719329834
52,17-A-114,Active,Co-Exclusive License,"Hi Teana,      Sorry to reply late. Here is the progress report January 1, 2022 - June 30, 20212, many thanks.     Dora     发件人: Teana Stocco ",August,2022,Neutral,Positive,0.0431469418108463,0.0387644991278648,0.9180885553359984
53,85-A-002,Active,Exclusive License,Thanks again.     ,May,2022,Neutral,Positive,0.2848346829414367,0.0293247438967227,0.6858406066894531
54,85-A-002,Active,Exclusive License,Thanks again.     ,May,2022,Neutral,Positive,0.2848346829414367,0.0293247438967227,0.6858406066894531
55,94-A-019,Active,Exclusive License,"Yes, thanks for forwarding.  Quite an impact.  ___________________________ Matthew R Martin, PhD UChicagoTech +1.773.234.5515 mmartin@tech.uchicago.edu   -----Original Message----- ",January,2016,Neutral,Positive,0.0430401973426342,0.0273584257811307,0.9296014308929444
56,94-A-019,Active,Exclusive License,"FYI only. Interesting feedback from McGraw on the global use of Scott's book.  Best regards,",January,2016,Neutral,Positive,0.1791803687810897,0.0085869161412119,0.8122327327728271
57,02-A-028,Active,Non-Exclusive License,"Hi Teana:  The amendment on this record is titled ""first"" amendment however, in the first paragraph it says it is a second amendment.  Is there actually a first amendment and if so, do you have a copy?  Thanks,  Leslie Leslie Smith, Consultant",November,2018,Neutral,Positive,0.0471462309360504,0.0177370682358741,0.9351166486740112
58,02-A-028,Active,Non-Exclusive License,I am pretty sure the “Second” amendment is a mistake.  I only see the one Amendment.   ,November,2018,Neutral,Negative,0.0317110531032085,0.4369328618049621,0.5313560962677002
59,05-A-034,Active,Non-Exclusive License,"Dear Teana,     My apologies for delay on this.   We recently migrated to Office365, including outlook, and unfortunately some of our emails are inappropriately going to spam.     With respect to your questions.   We do not use any licensed software from the University of Chicago.  With respect to the patents, we only have the one patent listed for licensing per the amendment, however even in this case we do not use the methods specified in the patent.       Sincerely,  Steve     ",June,2021,Neutral,Negative,0.0240851212292909,0.0569574497640132,0.9189574122428894
60,05-A-034,Active,Non-Exclusive License,"I don’t think we should put any work into terminating the agreement.  It would be Thelma (cc’d) who’d be responsible for drafting a termination notice, if that’s what need to happen, and I’d vote for her prioritizing getting new licenses done.     If you want to send Worrell a note back asking if he’d like to terminate the license, and if so, if he could send us an email formally saying that the three agreements are terminated, I guess that would be easy.  But I could believe he might prefer the status quo, just as an insurance policy that he has the rights if he ever decides he needs them. If that’s the case, I don’t think we have much leverage, or much incentive, to push back.     Eric     ",June,2021,Neutral,Negative,0.0877329036593437,0.2412788718938827,0.6709882616996765
61,05-A-052,Active,Exclusive License,"Hello,     Please see the attached Q3 2021 royalty reports for the agreement between Mayo Clinic and University of Chicago.    Please let me know if you have any questions.  Thank you,",November,2021,Neutral,Positive,0.1181115731596946,0.01128994487226,0.8705984950065613
62,05-A-052,Active,Exclusive License,"Hello,     Please see the attached Q2 2021 royalty reports for the agreement between Mayo Clinic and University of Chicago.  You should expect a payment via check in the next 10 days.  Please let me know if you have any questions.  Thank you,",July,2021,Neutral,Positive,0.1005506142973899,0.0112831117585301,0.8881663084030151
63,05-A-052,Active,Exclusive License,"Hello,     Please see the attached Q1 2021 royalty reports for the agreement between Mayo Clinic and University of Chicago.  You should expect a payment via check in the next 10 days.  Please let me know if you have any questions.  Thank you,",April,2021,Neutral,Positive,0.1003505066037178,0.0112551981583237,0.888394296169281
64,05-A-052,Active,Exclusive License,"Hello,     Please see the attached Q1 2022 royalty reports for the agreement between Mayo Clinic and University of Chicago.    Please let me know if you have any questions.     Thank you,",April,2022,Neutral,Positive,0.1061762794852256,0.0114041958004236,0.8824195265769958
65,05-A-052,Active,Exclusive License,"Okay, thanks.     ",June,2022,Positive,Positive,0.6850504279136658,0.031108496710658,0.2838411331176758
66,05-A-052,Active,Exclusive License,"Hello,     Please see the attached Q2 2022 royalty reports for the agreement between Mayo Clinic and University of Chicago.       Please let me know if you have any questions.     Thank you,",July,2022,Neutral,Positive,0.1054114699363708,0.0114238336682319,0.883164644241333
67,05-A-052,Active,Exclusive License,"Thanks Teana, I’ll try Kari because I already spoke to Spencer and he only sent me their patent team email.      Renee Lowers  Financial Analyst  ",April,2022,Neutral,Positive,0.0523834303021431,0.0234852638095617,0.9241313338279724
